"","i","year","count","total","coords.x1","coords.x2","optional","state.prov","county","sample.date","yr.suspect","yr.confirm","wns.map.yr","users","status","date","clean_log"
"20","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"s.shifflette","Found it",2012-04-14,"Beautiful"
"21","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"idjar","Found it",2012-04-06,"Would love to have been there in its heyday."
"22","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"HeyYou5659","Found it",2012-04-06,"In town visiting idjar's family, so had to check this place out. Since I do ballroom dancing, I found the information here extremely fun. No tours right now because of the fear of passing the White Nose Syndrome along to the bats here. Somewhat disappointing, but fun anyway. Thanks for bringing me here and TFTEC!! Email sent with answers."
"23","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"jenmowen","Found it",2012-04-01,"Found with sniperbelew. Great little walk. Beautiful area. I REALLY enjoyed learning about the history of this location. I never knew it was used for gatherings and dances. We are hoping to come back to take the cave tour in the future! TFTC!"
"24","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"sniperbelew","Found it",2012-04-01,"Found with jenmowen on a Sunday cache walk. TFTC."
"25","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"adamperk","Found it",2012-03-31,"Beautiful place!!"
"26","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Rd King","Found it",2012-03-30,"Accompanied my wife who attended a 1-day conference at APSU. That left me free for the day to do a little caching - darn the bad luck!!!!!!! This was my second stop on the Clarksville caching tour. After walking to GZ and taking a less than flattering picture, I headed to the Visitors Center. Arrived at about 0820 and even though the sign said their hours started at 0800, the door was locked. After 10 minutes or so a park ranger finally unlocked the door. Watched a video that provided much of the info I needed. Wanted to take a quick look at the museum but the ranger closed and locked the door before I could enter. Never did see the ranger again although I waited about 10 minutes for him to return. Think I have the anwers and will e-mail them shortly. I really enjoyed this EC and wish I was around when it was visited by the stars of the Grand Ol' Opry. Thanks for bringing me to this spot, the lesson and TFTC."
"27","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"SLAPSH0T","Found it",2012-03-29,"My first earthcache! TFTC!!"
"28","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"tbwjwkaiser","Found it",2012-03-24,"Nice walk!!! The trails are really nice."
"29","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Sandtrooper","Found it",2012-03-21,"Awesome place!"
"30","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"eastnashvilleagent","Found it",2012-02-20,"Great spot. Love 13 turtles on 2 logs!"
"31","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"acenfour","Found it",2012-02-08,"Out with our son and spent some time in and around the Cave. We will add the picture to this log as soon as I download it onto the computer. I will send a separate email to the cache owner as well with the answers to your questions. We really enjoy this area, especially the short and long nature trails...it feels like you are completely away from civilization at points. Thanks for the placement here."
"32","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Southern Gold","Found it",2012-01-29,"Some days just one cache is enough. Enjoyed the afternoon here. Thanks for placing this cache."
"33","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"onemorepez","Found it",2011-12-11,"Great park we have been several times since moving to the area. The cave has been closed since we moved here. Hope it is possible to reopen it again soon. TFTC"
"34","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"di75duo","Found it",2011-12-03,"Enjoyed finding out about this area. Wish we had had more time to really walk some of the trail. Beautiful area."
"35","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"cavyguy","Found it",2011-11-04,"Found this one this afternoon while out for a walk with my 3 year old grandsons. It's too bad teh cave still isn't open. The answers have been sent. T4TE$"
"36","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"JEMX2","Found it",2011-10-13,"BEATIFUL PLACE , USED TO GO THERE WITH MY KIDS ALL THE TIME , NEVER HAVE TAKEN THE TOUR THOUGH . TFTH"
"37","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"MustangRider","Found it",2011-09-17,"I wish it was more than a geocache that finally brought us out here. I'd visited here late last year close to sunset looking for other caches, but always wanted to come back again but was reluctant because the cave's been shut down. Hopefully it opens again soon. My family loved the area, I hunted around a little bit to find the answers to this cache, and found a nice new place for hikes and runs later. Thanks for this beautiful earth cache!"
"38","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"arleech","Found it",2011-08-15,"Cool history!"
"39","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"krpork","Found it",2011-08-15,"Can't do the tour"
"40","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"dominie&melissa","Found it",2011-07-28,"We go there all the time to hike the trail, but just never seem to bring the gps, so we made a trip over with just the intent of scoring another smiley."
"41","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"kindolls","Found it",2011-07-23,"The Kindoll family used this as a nice place to rest, cool off, and enjoy a bite of lunch after walking the trail. Unfortunately, the cave itself is closed to contain white nose in the bat population. Still, we enjoyed the coolness of the entrance. Answers are being sent."
"42","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"ChuckPersian","Found it",2011-07-16,"Great place to run!"
"43","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"trikette","Found it",2011-07-05,"The cave is closed due to a bat fungus. We walked the walking paths, checked out all the turtles in the lake. I didn't read the part about the location of the pic until I got back to log the info. But am including a pic of my husband n me at the entrance to the park n hope that is ok, ad we r several miles away on our mototcycle traveling coast to coast. TF the virtual very interesting"
"44","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"bace_leg","Found it",2011-06-25,"The Children's Theater was cancelled for weather, but we had fun picnicking, hiking, and learning about the cave anyway. TFTC!"
"45","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"ParrGolf","Found it",2011-06-18,"I was in town for the Queen City BBQ cookoff and decided to hit a few geocaches before leaving. I love earthcaches especially caves. Very sad that the tours have been cancelled. I did enjoy checking out the area and hiking around the lake. Thanks for bringing me here."
"46","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"t&cadventure","Found it",2011-06-16,"We have been here a hundred times! The entire family enjoys walking the trail but we have never been able to get inside the cave. (using this for my TN Alphabet Challenge)"
"47","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"jayclifton","Found it",2011-06-11,"there was a big group of people up there having a meeting and i was alone hard to hold a camera in one hand and take a picture with me and my GPS in the other"
"48","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Weaver_bmwbe","Found it",2011-04-06,"Had a nice hike and picnic Lunch . TFTC"
"49","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"ds480","Found it",2011-03-29,"very cool area. would like to go into this bad boy, but i guess its off limits. tftc This entry was edited by ds480 on Thursday, 28 April 2011 at 01:37:35 UTC."
"50","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"filbertv","Found it",2011-03-29,"On a mad dash cache run into Clarksville with Bo and Mike and just had to come and get this one. Wished that Roy Acuff still owned the cave as an music venue. This is closer to home than Cumberland Caverns. email sent"
"51","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"MlKE","Found it",2011-03-28,"Out running around the Clarksville area with filbertv and ds480 on this beautiful day. We found several and DNFed one I believe. Thanks for maintaining these nice caches for others to have fun with. We signed the logs today as BMF 3-28. Made the short walk to this one and enjoyed our time here discussing the questions. Photo attached and email sent with what we came up with. Thanks for the earthcache!"
"52","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Promethium","Found it",2011-03-24,"Heading back to St. Louis to see my sister and caching my way back to Missouri, this was a earthcache to do, i have really come to enjoy earthcache in the tennessee and kentucky area, been to some pretty neat places. this was a nice stroll to the groundzero, and i thought the weather was really nice, although some cachers would strongly disagree with me. Near area, i think i would come here often if i lived in the area. tftc"
"53","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Team Browning","Found it",2011-03-19,"Been waiting to find the right time to go after this one. Today, my son, Logan and I (Paul) went out and did as asked. Questions sent via PM. TFTC..."
"54","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"johnhope","Found it",2010-12-18,"found this one today while making a run to clarksville with my son mlrs1996 thanks for all the hides"
"55","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Cerberus","Found it",2010-12-18,"made a run to clarksville today with my stepdad thats in from oaklahoma for christmas great area i wish we could have gotten in the cave the site will not let us download pics to this cache for some reason we will try again tomorrow but we can email them to the c/o if needed (mine and for johnhope) thanks for all the hides This entry was edited by mlrs1996 on Saturday, 18 December 2010 at 21:22:31."
"56","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"geckl69","Found it",2010-11-25,"Down from Chicago for the Turkey Day holiday, I decided to make a numbers run to Clarksville today and this was along my flight pattern. I stopped here right as the downpour began, so I had the whole place to myself today. Thanks for showing me this spot! ... Happy Thanksgiving! TNLN TFTC!!!!"
"57","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"jeffbouldin","Found it",2010-11-23,"Cool place. Wish I got up here before they closed the cave."
"58","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"StealthCachersShadow","Found it",2010-10-23,"This is my very 1st EarthCache.. My Nana (the Brains) from the Lehigh Mafia is Typing this for me.. I enjoyed my Daddy, Mommy, Dunn and Nana Carrying and Pushing me around.. Also, this was a firsties for everyone.. They all got to take me to a Cave. Thanks for the Hunt [b]StealthCachersShadow[/b]"
"59","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Lehigh Mafia","Found it",2010-10-23,"[font=comic sans ms]Out Exploring with the Newest Mafia Member StealthCachersShadow.. This Is His 1st EarthCache.. We Would Have Loved to Explore the Cave, But It's Still Closed.. Anyways, StealthCacher, StealthCachersWife, the Brains and Dunn Enjoyed Walking Around Looking at Ducks, Turtles and Geese.. Thanks for the Hunt [b]Lehigh Mafia[/b]"
"60","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"surf89","Found it",2010-10-10,"Out for a few finds today to support 10/10/10. Found with Baby75. email sent. TFTC"
"61","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"Baby75","Found it",2010-10-10,"Found this one today with my Surf89 while out supporting the 10/10/10 geocaching goal. Been wanting to get back out here and do this one for quite some time since we left the camera at home the last time we came out. Answers have been sent. TFTH!!"
"62","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"GeoVikingDude","Found it",2010-10-09,"We're here for the weekend visiting Goober89 (and family) from Georgia, and wanted to be sure to visit this Earthcache... We were hoping to catch a glimpse of some bats... but none were to be seen. It's unfortunate that they have closed to caves to public access/tours. This whole park is a beautiful place. We encountered numerous muggles walking 4-foots, lots of ducks, a goose, fish, and a chipmonk. What impressed me the most was just how cold that air was coming from the mouth of the cave. We really enjoyed our visit here. Along with visiting our Granddaughter, this cave made for a most memorable weekend."
"63","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"goober89","Found it",2010-10-09,"found this one while out caching with geoviking dude\"
"64","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"piperguy","Found it",2010-09-16,"Finally made it over here after over a year in the area. TFTC!"
"65","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"amandasortor","Found it",2010-09-11,"Made my own account. Was under tonyandamanda when I found this. TFTC!!"
"66","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"gameminion","Found it",2010-09-11,"Got this on a nice day of caching with tonyandamanda and Fscout. TFTC!"
"67","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"FScout","Found it",2010-09-11,"First stop of the day on a Clarksville cache run with tonyandamanda and gameminion. Enjoyed the visit. TFTC Email sent."
"68","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"tonyandamanda","Found it",2010-09-11,"Found the Cave got the Picture but just don't know where to find the answers for the 3 questions at location unless it's given during the tour which is not being given at this time due to the WNS with the bats. This entry was edited by tonyandamanda on Wednesday, 15 September 2010 at 10:33:25."
"69","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"blackjack194","Found it",2010-08-09,"Used to be stationed at Ft. Campbell and ran the trails here in my off time (before I became a cacher). Just visiting today and wish the cave was open. I guess we will hit mammoth cave on the way home. Thanks. This entry was edited by blackjack194 on Wednesday, 11 August 2010 at 21:13:17. This entry was edited by blackjack194 on Thursday, 12 August 2010 at 07:18:09."
"70","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"jadefalcon","Found it",2010-07-14,"This Earthcache was definitely an enjoyable experience. I had been eyeballing it since I got into town, and just now had the opportunity to go over to it. It's a shame that we humans cause so much trouble with the poor bats that we can't enter the cave any more. I guess that's just the way it is. Email is en route. TFTEC!"
"71","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"rexmiller","Found it",2010-07-05,"Finally got my new camera/phone to work right - so bad self portraits are attached Will e-mail owner with the best answers that I have - tftc"
"72","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2010,10,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"mrpaseo","Found it",2010-06-12,"Well, I thought I had this one already but when I looked on my iPhone it said I did not have it. I found out that the old one was retired, and this one was started. Looking at the requirements I found the three questions and went to find the answers... I could not locate them on any information posted within the building or on the sign outside. There are no longer tours due to the White Nose Syndrome that is killing the bats. That said, there are plenty of reasons to visit this site of which I provided many pictures for your enjoyment. What I did not read, was to earn credit, I would need a picture with me and my GPS... one problem with that... My GPS was my iPhone which was also my camera... and I went alone. Oh well, this is why I am posting a note rather than a smiley. If the owner of this cache says I can claim it, I will follow on with a smiley ;) On to the photos. Spoke with the owner, smiley approved ! This entry was edited by mrpaseo on Tuesday, 15 June 2010 at 15:42:28."
"73","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2011,12,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"bucketto","Found it",2012-12-30,"Found this one a while back, but just found the answers to the questions today. My wife and I took a trek around the paths that were there. Also enjoyed to learn about the past of the recent past of the cave. Definitely could see myself ""cuttin a rug"" there back in the day."
"74","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2011,12,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"trimorph","Found it",2012-12-27,"Capstone cache for a nice afternoon of geocaching. Email sent"
"75","https://www.geocaching.com/geocache/GC10DYD_dunbar-cave-earthcache",2011,12,5,-86.5994444444444,36.555,TRUE,"Tennessee","Sumner"," ",2013-01-01,NA,2013-01-01,"waterwolfman","Found it",2012-11-24,"waterwolfman with gps at enterance to dunbar cave! also recommend other totake the recovery trail for a nice hike, very beautiful!"
