users	status	date	clean_log	i
gkellogg	Found it	9/23/2006	Busymamabee and I went out to grab this cache before a meeting. Great hike - and an awesome place to hide a cache. I know a lot of people that said "I was going to hide a cache there" - I have heard of Panthers Cave all of my life, I know people that have camped here, repelled here, spelunked here and other things that I can't mention here - but I have never been out here before and I can't wait to bring my husband and come out here again!!! I love this sport!!! Oh - forgot to mention that we drove to the general store pulled over to program in the co-ords and we realized that neither of us had brought them with us!! But my uncle (casemt) and busymama's daughter (froghopping) to the rescue, thank goodness for cell phones!!	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
rachelrenee101	Found it	9/22/2006	Nice day for a walk!	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
fishin fool	Found it	9/16/2006	Went out caching for the afternoon with ~NOMAD~and my friend Joe. Found the cache rather quickly. Walked around the rocks explored two caves. ~NOMAD~ was a little too thick to get in-between the rock haha. What a great area I would like ~NOMAD~ to bring me back to camp here for a weekend. Thanks for bringing me to such a great spot. TFTC.	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
~nomad~	Found it	9/16/2006	Went out caching for the afternoon with Fishin Fool and his friend Joe. Found the cache rather quickly. Walked around the rocks explored two caves or I should say Fishin fool and Joe did. I am a little too thick to get in-between the rock haha. What a great area I would like to camp there for a weekend. This area would be a great spot for a cache in trash out event. Thanks for bringing me to such a great spot. TFTC.	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
mbavas	Found it	9/16/2006	Found with the help of my wife, Cindy and neice DeNae. Took fish keychain left plastic snake. This was our first time to Panther Caves and we will return. TFTC.	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
glorya	Write note	9/10/2006	LOL!! Yes if your afraid of heights stay away from the edge/rocks! But the cache is nowhere near that!! You all have no idea how glad we are that you seem to be ejoying our cache!	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
ajrosie	Found it	9/10/2006	Found the cache and then explored the caves. Not a good cache for those who are afraid of heights (Ms. Daubie). Traded travel bugs.	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
Ms. Daubie	Found it	9/10/2006	I've lived in Oil City all of my life but never made it to Panther's Caves. I really enjoyed this, but my fear of heights kept me from looking over the edge! Ajrosie was much braver than me, though. She acted like a snake and climbed on her belly to the edge! Notice how brave ajrosie looks in the photo; that's the rock she belly climbed.	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
Younghorse	Found it	9/1/2006	Found with my Mom , BigWags...logging under my own, new account name. Thanks, Younghorse	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
and Daughter	Found it	9/1/2006	Another FTF shared with me dad. I can't wait to come back here when it is dryer so we can climb around. Thanks for the hide.	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
bpratt	Found it	9/1/2006	Dear "glorya" when it comes to first hides all I can say is that "You Rock" girl. This cache is not only going on "and Daughter" and my "FTF" list it will also be on our "Favorites list" as well. Some day I would like to bring Snake Byte and my brother down here to crawl around for awhile. I see also that we only beat Bonnie and Clyde's Gang and BigWags to the FTF by a couple of hours (insert lame victory dance here). We traded a Spiderman wallet for some bubbles. TFTC. This entry was edited by bpratt on Sunday, 26 December 2010 at 22:21:59.	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
BigWags	Found it	9/1/2006	Great spot Glorya!!! We were sure we had FTF...oops, over-confident again! Haven't been here in years, we'll have to come back w/ Captain Glow and Clyde!!! Thanks for the cool hide!!! T--flowers and wallet. Left--keychain, glow-safety bracelet, and Topless Car TB!!! Thanks and hope to see ya soon!! --BigWags oh yeah, by the way, I absolutely loved your camo job!!! very crafty!! [This entry was edited by BigWags on Friday, September 01, 2006 at 8:09:42 PM.]	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
jcromo93	Found it	9/1/2006	I can't even believe we (us and Bigwags) missed out on FTF! We were there around 4:20 or so and bpratt and daughter had already been there. We were sure we had this one! Absolutely beautiful area - I'll definitely go back there to hike and explore again. Thank you.	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
OReviewer	Publish Listing	8/30/2006	Published 8/30/2006 1:47 PM EDT	https://www.geocaching.com/geocache/GCXVYE_panthers-cave-cache
hikecycletri	Found it	10/12/2019	Visited Howe Caverns after Secret. Answers and photo sent. tftec	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
PurpleHawks	Found it	10/4/2019	It has been many years since I've been here and it is still fun and amazing to take the tour. The best part is they had a kennel to keep my dog in while I took the tour. Answers have been sent. Thank you for bringing me back to the cave!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
andromeda217	Found it	9/6/2019	Visiting Howe Cavern from Florida. This was our first cave adventure. Loved this cave and the beautiful Boat ride.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
TAT	Found it	8/26/2019	Nice diversion while driving along on a business trip. This is the second cavern for me this year and Carlsbad was a tough act to follow. Very well done tour. Thanks for the cache and the lesson.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
theLilWolfee	Found it	8/23/2019	TFTC visited the cavern with my hubby and family :) fun day! Answers sent. TBs visits! Cache 1005!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
pamitchell	Found it	8/14/2019	Day trip from the Berkshires with a group of my Mary Kay friends. I gathered the info while on the tour. Thanks for adding another reason to stop here!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Blackout95	Found it	8/12/2019	I grew up 18 miles from here and this was my first time going. Now I had to drive over 100 miles to visit. Answers were sent.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
SunWeasels	Found it	8/12/2019	A really enjoyable cache!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Sunrunner	Found it	8/8/2019	Found with NY Kid & Sunweasls. great day exploring the cave. NY Kid sent answers. Thanks for the cache.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
NY Kid	Found it	8/7/2019	Enjoyed the tour and exploring the cave. Found with Sunrunner and SunWeasels. Thanks for the adventure.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
KenGlennR	Found it	8/4/2019	Came up to do the Signature Rock Discovery Tour today and had an incredible experience. Started by going through much of the traditional tour. Before boarding the boat, we were given our gear to put on for the adventure tour. When the boat reached the typical turn around point is where things began to get real fun. We were allowed to get out of the boat, climb over the chains and begin walking towards those damn doors. Tour guides opened the doors to allow us to pass through and continue a more natural cave tour. We waded through water and walked on some slippery mud to many original interesting areas that Lester Howe had established. After our adventure tour, we returned back to the boats where we hitched a ride back with some of the traditional tour boat riders. A really fun afternoon had by all! Thanks for the adventure Howe Caverns and thanks for the earth cache monet37! Answers to the questions have been sent.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
W1NG	Found it	7/4/2019	A wonderful day at the cave. Answers and picture when we get back home.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
gr8xpec	Found it	4/28/2019	I have heard about this cave many times, finally made it here for the tour. Well worth the time and $$. This pic is of myself and my son "mounteverest14" in the cave.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
pazschoche	Found it	4/28/2019	Sent answers. Fun activity on a rainy chilly day. Listening for answers kept the teens attention. Tftc	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
redbullfinch	Found it	2/16/2019	Sent answers to CO. Enjoyed the visit tremendously. Favorite!!!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
redbullfinch	Write note	2/15/2019	As I exited my car I heard the announcement that the next tour was leaving in just a few minutes. Rushed in a got on the tour just in time. I got most of the answers on the tour. And it’s a good thing. I thought I would have a chance after the tour to check the museum. But after my 2:00 tour all of the other buildings were closed. I thought I might be able to get a book or educational leaflet in the gift shop. No luck with that Oman either. But I have enough to qualify. I’ll log as found after I’ve had a chance to answer the questions	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
JK186	Found it	10/14/2018	Took a ride to Albany today to buy a wig for a Halloween costume, and stopped by the caverns on our way so we could find an earthcache this weekend for International Earthcache day. Some time we will come back with the little one, she may like it. We missed the last tour of the day but met some nice people in the lodge to speak with. Answers to 9 of 10 questions sent to CO. Thanks for giving us a reason to stop here and be reminded of one of the geological wonders of NY.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
sujayne	Found it	10/13/2018	Thanks for the souvenir plus the smiley today. Bellhill and I took the cave tour and will send in our answers. I was here over 20 yrs ago. Still a fun tour.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
bellhill	Write note	10/13/2018	My photo.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
bellhill	Found it	10/13/2018	Took the tour with Sujayne today. Answers sent. Thanks for the earthcache.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Mr. & Mrs. Magic	Found it	10/13/2018	Found today with Joyce... Have a picture of her as she destroys another penny... Thanks for bringing us back here... FAV!!!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Waynescout	Found it	9/20/2018	Visited the cave with Dory while we were on vacation. Great place. She sent the answers for both of us. Thanks for the EC.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Dory The Explorer	Found it	9/20/2018	My hubby and I took the tour here today and really enjoyed it. Our tour guide was great. Answers sent to CO.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
ylracehcac	Found it	9/1/2018	Very cool	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Flutterwheelers	Found it	8/19/2018	We did the tour, figured we should find out what all the hype was about. If you ever get to AZ be sure to see the Kartchner Caverns. You will find they are stupendous in comparison. Enjoyed it anyway. Thanks for the look. Will send email with answers.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
MichelleGeocaching1	Found it	8/18/2018	Caverns!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Lori1979	Found it	8/15/2018	This was a great trip for my family! We were vacationing at Rocking Horse Ranch and decided to check out the caves before heading home! My little ones loved it! When the tour guide pointed out the limestone, my 5-year old asked, “What does lemonstone look like?”	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
NH Nomads	Found it	8/8/2018	This was our third cave tour for 2018 (We've also visited Lehman Caves in Nevada and Mammoth Caves in Kentucky). My kids' first visit to Howe's Cave, and my third or fourth visit (although, the first time since new management took over). Sent answers to the CO, I will edit this post to add an photo or two from our visit, once I get a chance to grab the images off of the camera. Thank you for creating and monitoring this EarthCache! Find #2332	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Badgerwolf	Found it	8/2/2018	Enjoyed a great day out with the extended family whilst on holiday here in the USA. The caverns are well worth a visit and the adventure activities on site are also good fun. Thanks for placing the and have a favourite point.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
belles2714	Write note	7/26/2018	Group of 9 scouts went to howes cave, been wanting to for a couple of years. Was hoping for a few more caches to find but glad we did this. Was a nice start to our geocache badge. Loved the tour and hide away campsites was nice to camp at. Wonderful weekend all around even if it did rain our last night.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
3boysadog&guineapig	Write note	7/23/2018	Awesome cave	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
michael18018	Found it	7/18/2018	Been in many caves but this was unique....nice tour...TFTC	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
FoxAndALumberjack	Found it	7/18/2018	Absolutely amazing journey. So many natural treasures! You really have to see it for yourself♡	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
MacCrew	Found it	7/15/2018	At Howe Caverns today with my Girl Scout troop of 3 (and moms) from the Rochester area to do the cave tour. In spite of the many times I have driven through this area I had never visited here. What a cool place (and I mean that both literally and figuratively)! One of the girls in my troop really enjoys caching and was helping me to listen for the answers to all the questions as we enjoyed the 90 minute tour. Thanks for the education and for the opportunity to log another earthcache - this has to be one of my favorites. Answers sent to CO. TFTC!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
cstormg	Found it	7/14/2018	A history making find. I came to the cavern this time for the first ever nude tour, celebrating International Nude Day, June 14th. I am sending CO the answers, and included an edited pic, but could not bring any devices into the cave for obvious reasons. It was a beautiful experience! Find 1357 :) TFTC!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Edina351	Found it	7/13/2018	Found it :) More later. Answers will be sent soon to CO. Later- this cache has been on my list of "Special Caches" for over 2 years. When planning my ADK vacation, I realized this cache was nearby and added it to my list for the trip. I stayed overnight in nearby Amsterdam Castle, which was one of the most unique and most peaceful stays I've experienced. After leaving the castle (actually a restored armory) this morning, I headed to Howe Caverns, wondering if it would be similar to the Luray Caverns which I visited last year. I arrived and the parking attendant remarked on the kayak in my truck and told me about some great places in the area to kayak! I bought my ticket and waited for the next tour to start, admiring the OCC motorcycle in the waiting area (pretty sure I saw the episode where they built it). Our tour guide was friendly and I told him about the earthcache. He said he'd try to help but it was his 5th day. For his 5th day, he did a phenomenal job. Our group ended up being a small group of 11, with only one small child who was very well behaved. I was thankful to be in this group rather than some of the very large groups we saw of about 25-30 people. I took many photos while gathering the needed info. I really enjoyed the boat ride part of this tour as well as the more confined winding way and the calcium heart. Our tour lasted about 2 hours, as we spent some time waiting for the larger groups ahead to proceed. This gave us a lot of time for exploring and taking pictures, which I enjoyed as it felt much more leisurely and not at all rushed. After the tour, I enjoyed a nice lunch of blackened salmon on ciabatta along with a hot cup of coffee in the cafe. Thanks so much for a great earthcache! Answers have been sent to CO.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
geoGnasher	Found it	11/13/2017	Cool trip off the beaten path to see this one! Greetings from Dallas, Texas!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
slogger05	Found it	10/9/2017	Took the tour with Spouse. Last day of the year	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Kattmacc	Found it	9/11/2017	This was so interesting and fun! TFT Earthcache.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
CAVinoGal	Found it	9/2/2017	I remember visiting these caverns (both Howe and Secret) as a kid, and then again as an adult re-visiting the area. I stopped by on the way up to Johnstown and Schoharie Crossing to pick up a few more stamps in my Sara-Cap Challenge passport.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Biblio613	Found it	8/16/2017	AliciaGottsch and I couldn't wait to come here! Sent my answers to the CO. It is so beautiful here. We got to see some beauty and get another smiley. We loved it so much we plan on going again! TFTC	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
AliciaGottsch	Found it	8/16/2017	Had a great time here today with Biblio613. Sending answers to CO. Also looked for the bull but didn't see him. TFTC and bringing us to this beautiful historical location AliciaGottsch 292	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
tonkavette & Lovebug	Found it	8/10/2017	We had a great time visiting Howe Caves today. We even stayed last night at the motel nearby. Yesterday we walked around and watched families enjoying the adventure park. Boy, I wish I were 60 years younger! I've emailed the answers to all 10 questions and hope they're correct. It was fun learning all about the cave. I will definitely give this a favorite point. TFTF	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
kcepenn	Found it	8/1/2017	We had passed this Earth Cache many times and always talked about stopping by and checking it out. Today was finally the day we got it done. Thanks for bringing us here. Mrs kcepenn was happy as she got her own geode cut and actually got a nice one with lots of crystals showing up. Will post a picture soon and we are happy to award a faorite point! TFTEC	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
ST.FU	Write note	7/29/2017	I got this Awesome Earthcache coin so i'm Dropping it in all the Earthcaches I found!...Don't let this distract you from the fact that in 1972, a crack commando unit was sent to prison by a military court for a crime they didn't commit. These men promptly escaped from a maximum security stockade to the Los Angeles underground. Today, still wanted by the government they survive as soldiers of fortune. If you have a problem, if no one else can help, and if you can find them....maybe you can hire The A-Team.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
jmonti	Found it	7/20/2017	6161 - 11:30:29 AM - 1st of 2 today, with 0 DNFs.1.5/1.5 when found. I have wanted to go to Howe Caverns for quite some time but have never had the opportunity. We are on vacation this week so took the time to travel north to the cavern. We had a wonderful time exploring the cavern and all its many wonders. Got the answers while on the tour and sent to CO. Thanks for this great earthcache.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
mercuryrsng	Found it	7/7/2017	I sent a private message with my answers.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
OxSling	Found it	6/13/2017	While continuing our trip after after the grandchildren's graduation we passed by this Earthcache and stopped to visit it. This is quite a complex! There’s a cave tour, an adventure tour, a motel, a cafe and a gift shop. Something for everyone! Now I ask you, what more could a girl want? I spoke with several of the employees and everyone was super nice. Thanks for bringing us here and for the opportunity to learn about something new. MaryJane & The Wandering Hermit	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Geo-mule	Found it	6/5/2017	Thanks will email CO. Cup A Joe our tour guide was the best.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
jakabell	Found it	1/1/2017	We "found" this on 12/28/16 during our visit back home to Coby. We kissed on the calcite heart and were called The Love Couple by the others in our tour group. <3	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Cully50	Found it	10/22/2016	Co found with K-Lesieur. Haven't been to the cavern in over 40 years. Thanks for the Earthcache.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
k-lesieur	Found it	10/22/2016	Visited Howe Caverns today with Cully50 and was happy to see there was an Earthcache here! I printed off the questions and we listened and noted the answers as we came across them during our tour ! The answers and a picture taken at the site (from the inside of the truck because it was pouring out!) was messaged to the Earthcache owner for both of us . Thanks for creating and maintaining this very informative Earthcache!	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
mengeo	Found it	10/9/2016	Temperature outside the caverns today was just about what it was below, but the wind made it feel colder up here on the surface. Grandkids loved their first experience here. Will send email to CO. TFTEC.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
Harley822	Found it	10/1/2016	We started out with 2 earth caches , Howes Cavern and Secret Cave (Favs), then moved on to grab a quick bite to eat and another cache. We headed out for a state count not a cache count before leaving for home. Vermont was next on out list to be followed by Mass. ( no I will not try to spell it)ending in New Hampshire. We loved caching in the mountains even though we yet another steady rain/drizzle. The valleys and peaks are striking in the yellows and reds and oranges of the early fall color. Too bad we could not be here for the full fall color show. We cached an amazing 10 states in 6 days though we barely scratched the surface of these great states. We have seen oceans, valleys, and mountains and yet we are still amazed at the beauty and serenity of our great country.	https://www.geocaching.com/geocache/GC18ZAN_howe-cave-earthcache
