...1,county,X,...4
1,Suffolk-New York,1,226
1,Jefferson-New York,1,226
1,Lewis-New York,1,226
1,Onondaga-New York,1,226
1,Erie-New York,1,226
1,Livingston-New York,1,226
1,Cattaraugus-New York,1,226
1,Clinton-New York,1,620
1,Franklin-New York,1,620
1,Essex-New York,0,620
1,Hamilton-New York,1,620
1,Washington-New York,1,620
1,Warren-New York,0,620
1,Montgomery-New York,0,620
1,Schoharie-New York,0,620
1,Albany-New York,0,620
1,Columbia-New York,0,620
1,Ulster-New York,0,620
1,Sullivan-New York,0,620
1,Orange-New York,1,620
1,Putnam-New York,1,620
1,Suffolk-New York,1,620
1,Jefferson-New York,0,620
1,Lewis-New York,1,620
1,Onondaga-New York,1,620
1,Erie-New York,1,620
1,Livingston-New York,1,620
1,Cattaraugus-New York,1,620
1,Clinton-New York,1,646
1,Franklin-New York,1,646
1,Essex-New York,0,646
1,Hamilton-New York,1,646
1,Washington-New York,1,646
1,Warren-New York,0,646
1,Montgomery-New York,0,646
1,Schoharie-New York,0,646
1,Albany-New York,0,646
1,Columbia-New York,0,646
1,Ulster-New York,0,646
1,Sullivan-New York,0,646
1,Orange-New York,1,646
1,Putnam-New York,1,646
1,Suffolk-New York,1,646
1,Jefferson-New York,0,646
1,Lewis-New York,1,646
1,Onondaga-New York,1,646
1,Erie-New York,1,646
1,Livingston-New York,1,646
1,Cattaraugus-New York,1,646
1,Clinton-New York,1,682
1,Franklin-New York,1,682
1,Essex-New York,0,682
1,Hamilton-New York,1,682
1,Washington-New York,1,682
1,Warren-New York,0,682
1,Montgomery-New York,0,682
1,Schoharie-New York,0,682
1,Albany-New York,0,682
1,Columbia-New York,0,682
1,Ulster-New York,0,682
1,Sullivan-New York,0,682
1,Orange-New York,1,682
1,Putnam-New York,1,682
1,Suffolk-New York,1,682
1,Jefferson-New York,0,682
1,Lewis-New York,1,682
1,Onondaga-New York,1,682
1,Erie-New York,1,682
1,Livingston-New York,1,682
1,Cattaraugus-New York,1,682
1,Clinton-New York,1,694
1,Franklin-New York,1,694
1,Essex-New York,0,694
1,Hamilton-New York,1,694
1,Washington-New York,1,694
1,Warren-New York,0,694
1,Montgomery-New York,0,694
1,Schoharie-New York,0,694
1,Albany-New York,0,694
1,Columbia-New York,0,694
1,Ulster-New York,0,694
1,Sullivan-New York,0,694
1,Orange-New York,1,694
1,Putnam-New York,1,694
1,Suffolk-New York,1,694
1,Jefferson-New York,0,694
1,Lewis-New York,1,694
1,Onondaga-New York,1,694
1,Erie-New York,1,694
1,Livingston-New York,1,694
1,Cattaraugus-New York,1,694
1,Clinton-New York,0,772
1,Franklin-New York,0,772
1,Essex-New York,0,772
1,Hamilton-New York,0,772
1,Washington-New York,0,772
1,Warren-New York,0,772
1,Montgomery-New York,0,772
1,Schoharie-New York,0,772
1,Albany-New York,0,772
1,Columbia-New York,0,772
1,Ulster-New York,0,772
1,Sullivan-New York,0,772
1,Orange-New York,1,772
1,Putnam-New York,0,772
1,Suffolk-New York,1,772
1,Jefferson-New York,0,772
1,Lewis-New York,0,772
1,Onondaga-New York,0,772
1,Erie-New York,1,772
1,Livingston-New York,1,772
1,Cattaraugus-New York,1,772
1,Clinton-New York,0,814
1,Franklin-New York,0,814
1,Essex-New York,0,814
1,Hamilton-New York,0,814
1,Washington-New York,0,814
1,Warren-New York,0,814
1,Montgomery-New York,0,814
1,Schoharie-New York,0,814
1,Albany-New York,0,814
1,Columbia-New York,0,814
1,Ulster-New York,0,814
1,Sullivan-New York,0,814
1,Orange-New York,1,814
1,Putnam-New York,0,814
1,Suffolk-New York,1,814
1,Jefferson-New York,0,814
1,Lewis-New York,0,814
1,Onondaga-New York,0,814
1,Erie-New York,1,814
1,Livingston-New York,1,814
1,Cattaraugus-New York,1,814
1,Clinton-New York,0,820
1,Franklin-New York,0,820
1,Essex-New York,0,820
1,Hamilton-New York,0,820
1,Washington-New York,0,820
1,Warren-New York,0,820
1,Montgomery-New York,0,820
1,Schoharie-New York,0,820
1,Albany-New York,0,820
1,Columbia-New York,0,820
1,Ulster-New York,0,820
1,Sullivan-New York,0,820
1,Orange-New York,1,820
1,Putnam-New York,0,820
1,Suffolk-New York,1,820
1,Jefferson-New York,0,820
1,Lewis-New York,0,820
1,Onondaga-New York,0,820
1,Erie-New York,1,820
1,Livingston-New York,1,820
1,Cattaraugus-New York,1,820
1,Clinton-New York,0,858
1,Franklin-New York,0,858
1,Essex-New York,0,858
1,Hamilton-New York,0,858
1,Washington-New York,0,858
1,Warren-New York,0,858
1,Montgomery-New York,0,858
1,Schoharie-New York,0,858
1,Albany-New York,0,858
1,Columbia-New York,0,858
1,Ulster-New York,0,858
1,Sullivan-New York,0,858
1,Orange-New York,1,858
1,Putnam-New York,0,858
1,Suffolk-New York,1,858
1,Jefferson-New York,0,858
1,Lewis-New York,0,858
1,Onondaga-New York,0,858
1,Erie-New York,1,858
1,Livingston-New York,1,858
1,Cattaraugus-New York,1,858
1,Clinton-New York,0,864
1,Franklin-New York,0,864
1,Essex-New York,0,864
1,Hamilton-New York,0,864
1,Washington-New York,0,864
1,Warren-New York,0,864
1,Montgomery-New York,0,864
1,Schoharie-New York,0,864
1,Albany-New York,0,864
1,Columbia-New York,0,864
1,Ulster-New York,0,864
1,Sullivan-New York,0,864
1,Orange-New York,1,864
1,Putnam-New York,0,864
1,Suffolk-New York,1,864
1,Jefferson-New York,0,864
1,Lewis-New York,0,864
1,Onondaga-New York,0,864
1,Erie-New York,1,864
1,Livingston-New York,1,864
1,Cattaraugus-New York,1,864
1,Clinton-New York,0,988
1,Franklin-New York,0,988
1,Essex-New York,0,988
1,Hamilton-New York,0,988
1,Washington-New York,0,988
1,Warren-New York,0,988
1,Montgomery-New York,0,988
1,Schoharie-New York,0,988
1,Albany-New York,0,988
1,Columbia-New York,0,988
1,Ulster-New York,0,988
1,Sullivan-New York,0,988
1,Orange-New York,1,988
1,Putnam-New York,0,988
1,Suffolk-New York,1,988
1,Jefferson-New York,0,988
1,Lewis-New York,0,988
1,Onondaga-New York,0,988
1,Erie-New York,1,988
1,Livingston-New York,1,988
1,Cattaraugus-New York,1,988
1,Clinton-New York,0,994
1,Franklin-New York,0,994
1,Essex-New York,0,994
1,Hamilton-New York,0,994
1,Washington-New York,0,994
1,Warren-New York,0,994
1,Montgomery-New York,0,994
1,Schoharie-New York,0,994
1,Albany-New York,0,994
1,Columbia-New York,0,994
1,Ulster-New York,0,994
1,Sullivan-New York,0,994
1,Orange-New York,1,994
1,Putnam-New York,0,994
1,Suffolk-New York,1,994
1,Jefferson-New York,0,994
1,Lewis-New York,0,994
1,Onondaga-New York,0,994
1,Erie-New York,1,994
1,Livingston-New York,1,994
1,Cattaraugus-New York,1,994
1,Clinton-New York,0,1166
1,Franklin-New York,0,1166
1,Essex-New York,0,1166
1,Hamilton-New York,0,1166
1,Washington-New York,0,1166
1,Warren-New York,0,1166
1,Montgomery-New York,0,1166
1,Schoharie-New York,0,1166
1,Albany-New York,0,1166
1,Columbia-New York,0,1166
1,Ulster-New York,0,1166
1,Sullivan-New York,0,1166
1,Orange-New York,1,1166
1,Putnam-New York,0,1166
1,Suffolk-New York,1,1166
1,Jefferson-New York,0,1166
1,Lewis-New York,0,1166
1,Onondaga-New York,0,1166
1,Erie-New York,1,1166
1,Livingston-New York,1,1166
1,Cattaraugus-New York,1,1166
1,Clinton-New York,0,1224
1,Franklin-New York,0,1224
1,Essex-New York,0,1224
1,Hamilton-New York,0,1224
1,Washington-New York,0,1224
1,Warren-New York,0,1224
1,Montgomery-New York,0,1224
1,Schoharie-New York,0,1224
1,Albany-New York,0,1224
1,Columbia-New York,0,1224
1,Ulster-New York,0,1224
1,Sullivan-New York,0,1224
1,Orange-New York,0,1224
1,Putnam-New York,0,1224
1,Suffolk-New York,1,1224
1,Jefferson-New York,0,1224
1,Lewis-New York,0,1224
1,Onondaga-New York,0,1224
1,Erie-New York,0,1224
1,Livingston-New York,0,1224
1,Cattaraugus-New York,1,1224
1,Clinton-New York,0,1794
1,Franklin-New York,0,1794
1,Essex-New York,0,1794
1,Hamilton-New York,0,1794
1,Washington-New York,0,1794
1,Warren-New York,0,1794
1,Montgomery-New York,0,1794
1,Schoharie-New York,0,1794
1,Albany-New York,0,1794
1,Columbia-New York,0,1794
1,Ulster-New York,0,1794
1,Sullivan-New York,0,1794
1,Orange-New York,0,1794
1,Putnam-New York,0,1794
1,Suffolk-New York,0,1794
1,Jefferson-New York,0,1794
1,Lewis-New York,0,1794
1,Onondaga-New York,0,1794
1,Erie-New York,0,1794
1,Livingston-New York,0,1794
1,Cattaraugus-New York,1,1794
1,Clinton-New York,0,2512
1,Franklin-New York,0,2512
1,Essex-New York,0,2512
1,Hamilton-New York,0,2512
1,Washington-New York,0,2512
1,Warren-New York,0,2512
1,Montgomery-New York,0,2512
1,Schoharie-New York,0,2512
1,Albany-New York,0,2512
1,Columbia-New York,0,2512
1,Ulster-New York,0,2512
1,Sullivan-New York,0,2512
1,Orange-New York,0,2512
1,Putnam-New York,0,2512
1,Suffolk-New York,0,2512
1,Jefferson-New York,0,2512
1,Lewis-New York,0,2512
1,Onondaga-New York,0,2512
1,Erie-New York,0,2512
1,Livingston-New York,0,2512
1,Cattaraugus-New York,1,2512
1,Clinton-New York,0,2848
1,Franklin-New York,0,2848
1,Essex-New York,0,2848
1,Hamilton-New York,0,2848
1,Washington-New York,0,2848
1,Warren-New York,0,2848
1,Montgomery-New York,0,2848
1,Schoharie-New York,0,2848
1,Albany-New York,0,2848
1,Columbia-New York,0,2848
1,Ulster-New York,0,2848
1,Sullivan-New York,0,2848
1,Orange-New York,0,2848
1,Putnam-New York,0,2848
1,Suffolk-New York,0,2848
1,Jefferson-New York,0,2848
1,Lewis-New York,0,2848
1,Onondaga-New York,0,2848
1,Erie-New York,0,2848
1,Livingston-New York,0,2848
1,Cattaraugus-New York,0,2848
2,Clinton-New York,1,14
2,Franklin-New York,1,14
2,Essex-New York,1,14
2,Hamilton-New York,1,14
2,Washington-New York,1,14
2,Warren-New York,1,14
2,Montgomery-New York,1,14
2,Schoharie-New York,0,14
2,Albany-New York,0,14
2,Columbia-New York,1,14
2,Ulster-New York,1,14
2,Sullivan-New York,1,14
2,Orange-New York,1,14
2,Putnam-New York,1,14
2,Suffolk-New York,1,14
2,Jefferson-New York,1,14
2,Lewis-New York,1,14
2,Onondaga-New York,1,14
2,Erie-New York,1,14
2,Livingston-New York,1,14
2,Cattaraugus-New York,1,14
2,Clinton-New York,1,44
2,Franklin-New York,1,44
2,Essex-New York,1,44
2,Hamilton-New York,1,44
2,Washington-New York,1,44
2,Warren-New York,1,44
2,Montgomery-New York,1,44
2,Schoharie-New York,0,44
2,Albany-New York,0,44
2,Columbia-New York,1,44
2,Ulster-New York,1,44
2,Sullivan-New York,1,44
2,Orange-New York,1,44
2,Putnam-New York,1,44
2,Suffolk-New York,1,44
2,Jefferson-New York,1,44
2,Lewis-New York,1,44
2,Onondaga-New York,1,44
2,Erie-New York,1,44
2,Livingston-New York,1,44
2,Cattaraugus-New York,1,44
2,Clinton-New York,1,80
2,Franklin-New York,1,80
2,Essex-New York,1,80
2,Hamilton-New York,1,80
2,Washington-New York,1,80
2,Warren-New York,1,80
2,Montgomery-New York,1,80
2,Schoharie-New York,0,80
2,Albany-New York,0,80
2,Columbia-New York,1,80
2,Ulster-New York,1,80
2,Sullivan-New York,1,80
2,Orange-New York,1,80
2,Putnam-New York,1,80
2,Suffolk-New York,1,80
2,Jefferson-New York,1,80
2,Lewis-New York,1,80
2,Onondaga-New York,1,80
2,Erie-New York,1,80
2,Livingston-New York,1,80
2,Cattaraugus-New York,1,80
2,Clinton-New York,1,100
2,Franklin-New York,1,100
2,Essex-New York,1,100
2,Hamilton-New York,1,100
2,Washington-New York,1,100
2,Warren-New York,1,100
2,Montgomery-New York,1,100
2,Schoharie-New York,0,100
2,Albany-New York,0,100
2,Columbia-New York,1,100
2,Ulster-New York,1,100
2,Sullivan-New York,1,100
2,Orange-New York,1,100
2,Putnam-New York,1,100
2,Suffolk-New York,1,100
2,Jefferson-New York,1,100
2,Lewis-New York,1,100
2,Onondaga-New York,1,100
2,Erie-New York,1,100
2,Livingston-New York,1,100
2,Cattaraugus-New York,1,100
2,Clinton-New York,1,288
2,Franklin-New York,1,288
2,Essex-New York,1,288
2,Hamilton-New York,1,288
2,Washington-New York,1,288
2,Warren-New York,1,288
2,Montgomery-New York,1,288
2,Schoharie-New York,0,288
2,Albany-New York,0,288
2,Columbia-New York,1,288
2,Ulster-New York,1,288
2,Sullivan-New York,1,288
2,Orange-New York,1,288
2,Putnam-New York,1,288
2,Suffolk-New York,1,288
2,Jefferson-New York,1,288
2,Lewis-New York,1,288
2,Onondaga-New York,1,288
2,Erie-New York,1,288
2,Livingston-New York,1,288
2,Cattaraugus-New York,1,288
2,Clinton-New York,1,374
2,Franklin-New York,1,374
2,Essex-New York,1,374
2,Hamilton-New York,1,374
2,Washington-New York,1,374
2,Warren-New York,1,374
2,Montgomery-New York,1,374
2,Schoharie-New York,0,374
2,Albany-New York,0,374
2,Columbia-New York,1,374
2,Ulster-New York,1,374
2,Sullivan-New York,1,374
2,Orange-New York,1,374
2,Putnam-New York,1,374
2,Suffolk-New York,1,374
2,Jefferson-New York,1,374
2,Lewis-New York,1,374
2,Onondaga-New York,1,374
2,Erie-New York,1,374
2,Livingston-New York,1,374
2,Cattaraugus-New York,1,374
2,Clinton-New York,1,446
2,Franklin-New York,1,446
2,Essex-New York,0,446
2,Hamilton-New York,1,446
2,Washington-New York,1,446
2,Warren-New York,0,446
2,Montgomery-New York,0,446
2,Schoharie-New York,0,446
2,Albany-New York,0,446
2,Columbia-New York,0,446
2,Ulster-New York,0,446
2,Sullivan-New York,0,446
2,Orange-New York,1,446
2,Putnam-New York,1,446
2,Suffolk-New York,1,446
2,Jefferson-New York,0,446
2,Lewis-New York,1,446
2,Onondaga-New York,1,446
2,Erie-New York,1,446
2,Livingston-New York,1,446
2,Cattaraugus-New York,1,446
2,Clinton-New York,1,458
2,Franklin-New York,1,458
2,Essex-New York,0,458
2,Hamilton-New York,1,458
2,Washington-New York,1,458
2,Warren-New York,0,458
2,Montgomery-New York,0,458
2,Schoharie-New York,0,458
2,Albany-New York,0,458
2,Columbia-New York,0,458
2,Ulster-New York,0,458
2,Sullivan-New York,0,458
2,Orange-New York,1,458
2,Putnam-New York,1,458
2,Suffolk-New York,1,458
2,Jefferson-New York,0,458
2,Lewis-New York,1,458
2,Onondaga-New York,1,458
2,Erie-New York,1,458
2,Livingston-New York,1,458
2,Cattaraugus-New York,1,458
2,Clinton-New York,1,510
2,Franklin-New York,1,510
2,Essex-New York,0,510
2,Hamilton-New York,1,510
2,Washington-New York,1,510
2,Warren-New York,0,510
2,Montgomery-New York,0,510
2,Schoharie-New York,0,510
2,Albany-New York,0,510
2,Columbia-New York,0,510
2,Ulster-New York,0,510
2,Sullivan-New York,0,510
2,Orange-New York,1,510
2,Putnam-New York,1,510
2,Suffolk-New York,1,510
2,Jefferson-New York,0,510
2,Lewis-New York,1,510
2,Onondaga-New York,1,510
2,Erie-New York,1,510
2,Livingston-New York,1,510
2,Cattaraugus-New York,1,510
2,Clinton-New York,1,638
2,Franklin-New York,1,638
2,Essex-New York,0,638
2,Hamilton-New York,1,638
2,Washington-New York,1,638
2,Warren-New York,0,638
2,Montgomery-New York,0,638
2,Schoharie-New York,0,638
2,Albany-New York,0,638
2,Columbia-New York,0,638
2,Ulster-New York,0,638
2,Sullivan-New York,0,638
2,Orange-New York,1,638
2,Putnam-New York,1,638
2,Suffolk-New York,1,638
2,Jefferson-New York,0,638
2,Lewis-New York,1,638
2,Onondaga-New York,1,638
2,Erie-New York,1,638
2,Livingston-New York,1,638
2,Cattaraugus-New York,1,638
2,Clinton-New York,1,690
2,Franklin-New York,1,690
2,Essex-New York,0,690
2,Hamilton-New York,1,690
2,Washington-New York,1,690
2,Warren-New York,0,690
2,Montgomery-New York,0,690
2,Schoharie-New York,0,690
2,Albany-New York,0,690
2,Columbia-New York,0,690
2,Ulster-New York,0,690
2,Sullivan-New York,0,690
2,Orange-New York,1,690
2,Putnam-New York,1,690
2,Suffolk-New York,1,690
2,Jefferson-New York,0,690
2,Lewis-New York,1,690
2,Onondaga-New York,1,690
2,Erie-New York,1,690
2,Livingston-New York,1,690
2,Cattaraugus-New York,1,690
2,Clinton-New York,1,746
2,Franklin-New York,1,746
2,Essex-New York,0,746
2,Hamilton-New York,1,746
2,Washington-New York,1,746
2,Warren-New York,0,746
2,Montgomery-New York,0,746
2,Schoharie-New York,0,746
2,Albany-New York,0,746
2,Columbia-New York,0,746
2,Ulster-New York,0,746
2,Sullivan-New York,0,746
2,Orange-New York,1,746
2,Putnam-New York,1,746
2,Suffolk-New York,1,746
2,Jefferson-New York,0,746
2,Lewis-New York,1,746
2,Onondaga-New York,1,746
2,Erie-New York,1,746
2,Livingston-New York,1,746
2,Cattaraugus-New York,1,746
2,Clinton-New York,0,764
2,Franklin-New York,0,764
2,Essex-New York,0,764
2,Hamilton-New York,0,764
2,Washington-New York,0,764
2,Warren-New York,0,764
2,Montgomery-New York,0,764
2,Schoharie-New York,0,764
2,Albany-New York,0,764
2,Columbia-New York,0,764
2,Ulster-New York,0,764
2,Sullivan-New York,0,764
2,Orange-New York,1,764
2,Putnam-New York,0,764
2,Suffolk-New York,1,764
2,Jefferson-New York,0,764
2,Lewis-New York,0,764
2,Onondaga-New York,0,764
2,Erie-New York,1,764
2,Livingston-New York,1,764
2,Cattaraugus-New York,1,764
2,Clinton-New York,0,864
2,Franklin-New York,0,864
2,Essex-New York,0,864
2,Hamilton-New York,0,864
2,Washington-New York,0,864
2,Warren-New York,0,864
2,Montgomery-New York,0,864
2,Schoharie-New York,0,864
2,Albany-New York,0,864
2,Columbia-New York,0,864
2,Ulster-New York,0,864
2,Sullivan-New York,0,864
2,Orange-New York,1,864
2,Putnam-New York,0,864
2,Suffolk-New York,1,864
2,Jefferson-New York,0,864
2,Lewis-New York,0,864
2,Onondaga-New York,0,864
2,Erie-New York,1,864
2,Livingston-New York,1,864
2,Cattaraugus-New York,1,864
2,Clinton-New York,0,866
2,Franklin-New York,0,866
2,Essex-New York,0,866
2,Hamilton-New York,0,866
2,Washington-New York,0,866
2,Warren-New York,0,866
2,Montgomery-New York,0,866
2,Schoharie-New York,0,866
2,Albany-New York,0,866
2,Columbia-New York,0,866
2,Ulster-New York,0,866
2,Sullivan-New York,0,866
2,Orange-New York,1,866
2,Putnam-New York,0,866
2,Suffolk-New York,1,866
2,Jefferson-New York,0,866
2,Lewis-New York,0,866
2,Onondaga-New York,0,866
2,Erie-New York,1,866
2,Livingston-New York,1,866
2,Cattaraugus-New York,1,866
2,Clinton-New York,0,920
2,Franklin-New York,0,920
2,Essex-New York,0,920
2,Hamilton-New York,0,920
2,Washington-New York,0,920
2,Warren-New York,0,920
2,Montgomery-New York,0,920
2,Schoharie-New York,0,920
2,Albany-New York,0,920
2,Columbia-New York,0,920
2,Ulster-New York,0,920
2,Sullivan-New York,0,920
2,Orange-New York,1,920
2,Putnam-New York,0,920
2,Suffolk-New York,1,920
2,Jefferson-New York,0,920
2,Lewis-New York,0,920
2,Onondaga-New York,0,920
2,Erie-New York,1,920
2,Livingston-New York,1,920
2,Cattaraugus-New York,1,920
2,Clinton-New York,0,1012
2,Franklin-New York,0,1012
2,Essex-New York,0,1012
2,Hamilton-New York,0,1012
2,Washington-New York,0,1012
2,Warren-New York,0,1012
2,Montgomery-New York,0,1012
2,Schoharie-New York,0,1012
2,Albany-New York,0,1012
2,Columbia-New York,0,1012
2,Ulster-New York,0,1012
2,Sullivan-New York,0,1012
2,Orange-New York,1,1012
2,Putnam-New York,0,1012
2,Suffolk-New York,1,1012
2,Jefferson-New York,0,1012
2,Lewis-New York,0,1012
2,Onondaga-New York,0,1012
2,Erie-New York,1,1012
2,Livingston-New York,1,1012
2,Cattaraugus-New York,1,1012
2,Clinton-New York,0,1070
2,Franklin-New York,0,1070
2,Essex-New York,0,1070
2,Hamilton-New York,0,1070
2,Washington-New York,0,1070
2,Warren-New York,0,1070
2,Montgomery-New York,0,1070
2,Schoharie-New York,0,1070
2,Albany-New York,0,1070
2,Columbia-New York,0,1070
2,Ulster-New York,0,1070
2,Sullivan-New York,0,1070
2,Orange-New York,1,1070
2,Putnam-New York,0,1070
2,Suffolk-New York,1,1070
2,Jefferson-New York,0,1070
2,Lewis-New York,0,1070
2,Onondaga-New York,0,1070
2,Erie-New York,1,1070
2,Livingston-New York,1,1070
2,Cattaraugus-New York,1,1070
2,Clinton-New York,0,1090
2,Franklin-New York,0,1090
2,Essex-New York,0,1090
2,Hamilton-New York,0,1090
2,Washington-New York,0,1090
2,Warren-New York,0,1090
2,Montgomery-New York,0,1090
2,Schoharie-New York,0,1090
2,Albany-New York,0,1090
2,Columbia-New York,0,1090
2,Ulster-New York,0,1090
2,Sullivan-New York,0,1090
2,Orange-New York,1,1090
2,Putnam-New York,0,1090
2,Suffolk-New York,1,1090
2,Jefferson-New York,0,1090
2,Lewis-New York,0,1090
2,Onondaga-New York,0,1090
2,Erie-New York,1,1090
2,Livingston-New York,1,1090
2,Cattaraugus-New York,1,1090
2,Clinton-New York,0,1174
2,Franklin-New York,0,1174
2,Essex-New York,0,1174
2,Hamilton-New York,0,1174
2,Washington-New York,0,1174
2,Warren-New York,0,1174
2,Montgomery-New York,0,1174
2,Schoharie-New York,0,1174
2,Albany-New York,0,1174
2,Columbia-New York,0,1174
2,Ulster-New York,0,1174
2,Sullivan-New York,0,1174
2,Orange-New York,0,1174
2,Putnam-New York,0,1174
2,Suffolk-New York,1,1174
2,Jefferson-New York,0,1174
2,Lewis-New York,0,1174
2,Onondaga-New York,0,1174
2,Erie-New York,0,1174
2,Livingston-New York,0,1174
2,Cattaraugus-New York,1,1174
2,Clinton-New York,0,1948
2,Franklin-New York,0,1948
2,Essex-New York,0,1948
2,Hamilton-New York,0,1948
2,Washington-New York,0,1948
2,Warren-New York,0,1948
2,Montgomery-New York,0,1948
2,Schoharie-New York,0,1948
2,Albany-New York,0,1948
2,Columbia-New York,0,1948
2,Ulster-New York,0,1948
2,Sullivan-New York,0,1948
2,Orange-New York,0,1948
2,Putnam-New York,0,1948
2,Suffolk-New York,0,1948
2,Jefferson-New York,0,1948
2,Lewis-New York,0,1948
2,Onondaga-New York,0,1948
2,Erie-New York,0,1948
2,Livingston-New York,0,1948
2,Cattaraugus-New York,1,1948
2,Clinton-New York,0,2908
2,Franklin-New York,0,2908
2,Essex-New York,0,2908
2,Hamilton-New York,0,2908
2,Washington-New York,0,2908
2,Warren-New York,0,2908
2,Montgomery-New York,0,2908
2,Schoharie-New York,0,2908
2,Albany-New York,0,2908
2,Columbia-New York,0,2908
2,Ulster-New York,0,2908
2,Sullivan-New York,0,2908
2,Orange-New York,0,2908
2,Putnam-New York,0,2908
2,Suffolk-New York,0,2908
2,Jefferson-New York,0,2908
2,Lewis-New York,0,2908
2,Onondaga-New York,0,2908
2,Erie-New York,0,2908
2,Livingston-New York,0,2908
2,Cattaraugus-New York,0,2908
3,Clinton-New York,1,140
3,Franklin-New York,1,140
3,Essex-New York,1,140
3,Hamilton-New York,1,140
3,Washington-New York,1,140
3,Warren-New York,1,140
3,Montgomery-New York,1,140
3,Schoharie-New York,0,140
3,Albany-New York,0,140
3,Columbia-New York,1,140
3,Ulster-New York,1,140
3,Sullivan-New York,1,140
3,Orange-New York,1,140
3,Putnam-New York,1,140
3,Suffolk-New York,1,140
3,Jefferson-New York,1,140
3,Lewis-New York,1,140
3,Onondaga-New York,1,140
3,Erie-New York,1,140
3,Livingston-New York,1,140
3,Cattaraugus-New York,1,140
3,Clinton-New York,1,148
3,Franklin-New York,1,148
3,Essex-New York,1,148
3,Hamilton-New York,1,148
3,Washington-New York,1,148
3,Warren-New York,1,148
3,Montgomery-New York,1,148
3,Schoharie-New York,0,148
3,Albany-New York,0,148
3,Columbia-New York,1,148
3,Ulster-New York,1,148
3,Sullivan-New York,1,148
3,Orange-New York,1,148
3,Putnam-New York,1,148
3,Suffolk-New York,1,148
3,Jefferson-New York,1,148
3,Lewis-New York,1,148
3,Onondaga-New York,1,148
3,Erie-New York,1,148
3,Livingston-New York,1,148
3,Cattaraugus-New York,1,148
3,Clinton-New York,1,374
3,Franklin-New York,1,374
3,Essex-New York,1,374
3,Hamilton-New York,1,374
3,Washington-New York,1,374
3,Warren-New York,1,374
3,Montgomery-New York,1,374
3,Schoharie-New York,0,374
3,Albany-New York,0,374
3,Columbia-New York,1,374
3,Ulster-New York,1,374
3,Sullivan-New York,1,374
3,Orange-New York,1,374
3,Putnam-New York,1,374
3,Suffolk-New York,1,374
3,Jefferson-New York,1,374
3,Lewis-New York,1,374
3,Onondaga-New York,1,374
3,Erie-New York,1,374
3,Livingston-New York,1,374
3,Cattaraugus-New York,1,374
3,Clinton-New York,1,450
3,Franklin-New York,1,450
3,Essex-New York,0,450
3,Hamilton-New York,1,450
3,Washington-New York,1,450
3,Warren-New York,0,450
3,Montgomery-New York,0,450
3,Schoharie-New York,0,450
3,Albany-New York,0,450
3,Columbia-New York,0,450
3,Ulster-New York,0,450
3,Sullivan-New York,0,450
3,Orange-New York,1,450
3,Putnam-New York,1,450
3,Suffolk-New York,1,450
3,Jefferson-New York,0,450
3,Lewis-New York,1,450
3,Onondaga-New York,1,450
3,Erie-New York,1,450
3,Livingston-New York,1,450
3,Cattaraugus-New York,1,450
3,Clinton-New York,1,466
3,Franklin-New York,1,466
3,Essex-New York,0,466
