users	status	date	clean_log	i
sookie12	Found it	12/6/2012	Thanks for the find!	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
Wampuscat_mo	Found it	12/2/2012	TFTC Wrote down wrong date on log. Bat survey team was near the cave.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
Tallguyps	Found it	9/23/2012	Had a great time but made it out just before dark	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
baddogtoby	Found it	8/4/2012	TFTC	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
Maddrabbit84	Found it	8/4/2012	First time geocaching, found it with some friends who had previously done it.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
ShockerManiac	Found it	7/28/2012	Real Easy	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
golfballstwo	Found it	3/1/2012	My wife says if We get her car dirty that I will wash it. no way I'm not washing it. Stopped at the car wash on the way home I got all wet. The only thing I didn't like about this cache was the gravel road. Very pretty overlook just down the road.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
GunnerMeat	Found it	2/6/2012	Found this Cache with GtoMan toady great dar for a drive and GeoCaching	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
68GTOMan	Found it	2/6/2012	Found with Gunner Meat	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
Deetis3	Found it	11/22/2011	Fun P&G Very scenic drive, even had Grandma go with us. SL TSLS Left TB Coin TFTH This entry was edited by deetis on Wednesday, 23 November 2011 at 02:15:58 UTC.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
PJOJOGANG	Found it	10/28/2011	Took tape measure and marine corps magnet. Left pendant and NASCAR lighter.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
PJOJOGANG	Found it	10/28/2011	That was easy and yes was a beautiful view. I just wish I wouldnt have left my phone n the truck so I could have takin a pic.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
jacterh	Found it	10/13/2011	Beautiful drive this time of year. SL TN L-Marine Corps magnet. TFTC jacterh Weaubleau Mo	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
beesonbackpackr	Found it	10/1/2011	TFTC Cool area.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
Mandi82beeson	Found it	10/1/2011	Tftc. Nice and easy	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
topgun5403 & Co-Pilot Marty	Found it	9/17/2011	Find #4771. Picked this one up on a short caching run before the rain moves in. TFTC/SL Topgun5403 & Co-Pilot Marty Springfield, MO	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
steben6	Found it	6/23/2011	Nice drive out in the country! We are staying at the state park on our way to GeoWoodstock, and we ended our day with this cache. Had a great time caching in the area and found some great caches! There was no log inside the cache, so we added a replacement. Grabbed a TB to move along (there was only one in the cache). LNSL TFTC!	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
turtlehunters	Found it	5/13/2011	Nice drive on a cool day to a place we would not have otherwise driven. We left a travel bug that came from England. We moved it from Nevada -- pretty good jump.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
jep971	Found it	3/1/2011	Last of 4 caches found today. Found with new geocaching member snichols###. Thanks	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
snichols243	Found it	3/1/2011	Kinda tough in the dark	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
ozarkgill	Found it	2/13/2011	TFTC	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
pir8s4life	Found it	1/16/2011	Nice scenic drive, then quick find! Took glove patch, left pirate card. TFTC Pir8s4life	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
LazyA's	Found it	11/9/2010	Visiting from MI caching and relaxing. Great view. No TB as inventory says. TNLNSL	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
April_Anne	Found it	10/10/2010	What a beautiful place for a Cache! Thanks!	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
Serendipitydodah	Found it	10/5/2010	Found with son Guy and friend Brandon while on a fishing trip last week. What wonderful weather. TNLN, TFTC.	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
Lizard_sme	Found it	9/12/2010	Sad we couldn't get down to the cave today, but at least this cache was here	https:/www.geocaching.com/geocache/GC13ZN8_coffin-cave
*gln	Archive	7/20/2015	No response from owner. If you wish to repair/replace the cache sometime in the very near future, just contact us (by email), and assuming it meets the current guidelines, we'll be very happy to unarchive it. Glenn "Seek quality, not quantity". Your friendly Missouri Geocache Review team is Glenn (*gln), Mongo & Banjo-Boy	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Mesozoic	Didn't find it	3/12/2015	Nope	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
darkanimals	Didn't find it	1/21/2015	I'm really late with this one. I searched for this way back at the beginning of the year, but I didn't turn up anything. I thought I logged this as a DNF back then. Oops.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
rick47	Didn't find it	11/8/2014	DNF	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
TWEETYLKS	Didn't find it	3/9/2014	Nope	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
bluetweet	Didn't find it	3/9/2014	Guess i missed this one.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Honey Hive Farms	Found it	11/3/2013	Honey Hive Farms, nice road, nice area, I was standing right by it with my GPS and it was the exact numbers as says. My dad was with us on this trip and he just reached down and pulled it out. Just hidden well enough to make you wonder and look for it. Nice one. Thank you Tim Moore www.HoneyHiveFarms.com	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Team AZMO	Found it	10/12/2013	We decided it was time to do the Grave Hop virtual. We looked over the list and couldn’t really pick which ones we wanted to get. So, we decided to get them all! Of course we had to pick up other caches along the way as well. We spent 3 days in the Springfield area visiting each of the Hops. We saw some really neat cemeteries. We really enjoyed our time together as a family. We ended up with a total of 63 finds (including the Grave Hop)! Day 2 - 26 finds: Another nice quick find. [Purple][b]Team AZMO would like to thank you for all your hard work. We really appreciate you adding to our caching fun. [/b][/Purple] This entry was edited by Team AZMO on Wednesday, 17 June 2015 at 20:51:40 UTC.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Spikebam	Found it	8/10/2013	Found this w/ my grandkids and new friend a resident of Cave Springs TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
yn2hill	Found it	5/19/2013	Found it after local advised us not to park blocking the log truck from Indiana!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
dc2swhill	Found it	5/19/2013	TFTC. ocw/ YN2. Trying for a big day. We made a quick find but got caught by a resident. He never asked what we where doing, he just didnt like where we had parked.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
wood-n-block	Found it	3/22/2013	We found this on a cold snowy March morning. Thanks for the hide.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
johnnkristihead	Found it	10/29/2012	Thanks for the cache! Watch out for the demon dog!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
GAD64	Found it	7/1/2012	Out caching on my birthday! Trying to clean up a few FHT caches that I had skipped for one reason or another and find a few new ones that weren't here last time I visited the Ol' FHT. Saw these two on the Garmin so why not jog the two miles over and pick them up? Just enough daylight to score two more smileys before heading South! TYFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Plum Pie	Found it	6/20/2012	Lovely area, the sound of bugs all around is crazy! Fun evening with the crew :) tftc phenixcachers!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
secretsquirrel6	Found it	6/20/2012	bobnmuggles found along with Jagoda, what a nice nite after riding atv's at squirrels farm! what a great trip! TFTM	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
CrimsonMeta	Found it	3/10/2012	TFTC. Little disappointed that we could only get this one, but oh well	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Vendovorex	Found it	3/10/2012	TFTC. OCW Mirror SoundRL and this was the only one we could come up with today.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Angiecurrysprouts	Found it	2/19/2012	Found it	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Hillbillyfun	Found it	1/1/2012	TFTC!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
EKTDJM	Found it	12/21/2011	Thanks for the cache!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
dethomit	Found it	10/8/2011	TFTC!!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
becluvstry	Found it	10/8/2011	Tftc! Ocw dethomit	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Shoney1	Found it	7/17/2011	T F T C - NICE N EASY	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
S0L	Found it	6/25/2011	quck PnG	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
JFC1002	Found it	5/28/2011	Quik grab after spending the afternoon on the trails. TFTC!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
SpiritGuide	Found it	4/30/2011	Grabbing this while out and about. TFTC Scott.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
chuck80196	Found it	3/11/2011	OCW troop494bsa. Kevin made the grab on this one as my phone was trying to crash! T4t$! This entry was edited by chuck80196 on Saturday, 12 March 2011 at 11:02:50 UTC.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
troop494bsa	Found it	3/11/2011	Found this one after finding calvary just up the road..... tftc	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
campdog6264	Found it	1/29/2011	Great hide! Lot of muggles going through and one watching us from his back porch, but we found what we needed and went on our way. TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Promethium	Found it	1/5/2011	OCW Artemis-Diana, i had looked at theis cache for sometime, and just had never grabed it. This was my last grab of the day after grabbing five different icons, with this making my 21st grab to finish the day. AD and I had a lot of fun grabbing this although it was starting to get cold, after this we decided to grab some dinner since she is getting ready to go back to home to Nashville.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Artemis-Diana	Found it	1/5/2011	OCW Promethium today in the Bois D'Arc area. I go to church just down the street on FR 52 at Calvary AG and had tried to grab this one a couple Sundays ago but forgot my gpsr and last Sunday I was sick. I wanted to grab this one before I left home and went back to TN, so we went ahead and grabbed it tonight. This was a nice and easy p&g and my 10th find of the day!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
fishman60	Found it	11/28/2010	1 of 22 finds on the day. TFTC..	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
SteelSox26	Found it	11/28/2010	Quick park and grab. thanks	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
seskds	Found it	6/12/2010	TFTH Nice little town SL SESKDS	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
jacterh	Found it	5/11/2010	Really enjoyed this nice little park and grab. Neat view. TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Reenie Pie	Found it	5/11/2010	Nice little park and grab. JacTerH was hot today. She was allover the caches. tftf	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
memaw&pawpaw49	Found it	4/8/2010	Passed this one up a few times, baut got it today, Tried to be sneaky some guys workin on roof. Hope they didn't see me lol	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
mikelong_300	Found it	4/3/2010	quick find with bighef32.. one of many finds today.. tftc	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
BigHef32	Found it	4/3/2010	Out caching with mikelong_300... missed this one heading south, had to scoop back around and grab it after getting back to 160 / 123. Easy find at GZ. TFTC!!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
leanmarine	Found it	3/28/2010	Spent a wonderful Sunday afternoon cacheing with the family. TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
theplumber	Found it	1/17/2010	great park & grab thanks for the SMILEY p.s. sure would like to meet you at 2-20-10 geocacheing 101 event	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
son257	Found it	1/17/2010	Nice and quick P&G just the way I like them. TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Jackie1376	Found it	10/21/2009	nice hide ty	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
ModernRPG	Found it	10/21/2009	nice hide	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
the_voices88	Found it	10/21/2009	great hide	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
purpleyes	Found it	10/21/2009	this was a great day to cache. 32 finds out of 34	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Bride of ScottyLove	Found it	8/22/2009	Nice cache one that had been on our list for awhile glad to have it checked off. TFTH	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
p443	Found it	8/22/2009	Out with my friends Kaylie and Kendra and Kaylie got on a hot streak here! She'd find more later today. TFTC!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
ScottyLove	Found it	8/22/2009	Find #1106. Finally made it out to this cool cache location today while finishing up all the Willard area caches. TFTC!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
SHANONYMOUS	Didn't find it	6/7/2009	Once again, no find. Wanted to check the logs to make sure it was still there and it looks like it is. We will keep looking. Thanks, Shanonymous & D-man	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
TeamSnook	Found it	6/1/2009	This was one of 34 we found today while driving around on the farm roads. Want to thank everyone for all the hides. Andy & Ellie	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
onelazylab	Didn't find it	5/31/2009	svefg erny nggrzcg jvgu TCF, pbhyqa'g svaq	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Fines and Casi	Found it	5/30/2009	At first we were kind of worried about hanging out on a bridge but we didn't see a car the whole time we were there. TFTC.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
tbarren9	Found it	5/10/2009	TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Little Lady T	Found it	5/10/2009	TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
KLM Lady	Found it	5/10/2009	TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
The Tramp S	Found it	5/10/2009	TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
bghuna	Found it	4/29/2009	I finally had the moment to go back and search again (having missed it over a month ago) and successfully located it! whew! I needed this find since I'd been unable to find a few! TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
skydivnqt	Found it	3/23/2009	Found it with no issues.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
bghuna	Didn't find it	3/15/2009	[Son & I couldn't find... the coordinates had us down by] n srapr ebj fgrrcyl qbja gur fvqr bs n oevqtr. Gur srapr ebj unq erpragyl orra gevzzrq naq fgvpxf &nzc; oenapurf jrer rireljurer, fb vg zvtug unir orra ybfg?	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
gardner387	Found it	12/22/2008	A quick P&G for the boys, not sure which one found it.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
topgun5403 & Co-Pilot Marty	Found it	11/2/2008	Find #471. We continued enjoying the beautiful weekend outside doing what we enjoy….geocaching! Today we continued hunting for the smiley’s in the Bois D’Arc and Ash Grove area. A couple of canine muggle's greated us as we pulled up but promised not to tell anyone. We then found this one without any problem. Thanks for placing the cache and binging us here. TFTF/SL Topgun5403 & Co-Pilot Springfield, MO	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Group D	Didn't find it	10/19/2008	Group D gave this one a try this afternoon. I was pretty sure we were right on, but had forgotten that this was a micro. Plenty of good hiding places. In the end it was cache vs. empty stomach. Empty stomach won! We'll try it again later, this one's not far from home.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Attacacher	Found it	10/4/2008	1st of 13 finds today. After spending all day yesterday in the Willard/Ash Grove area caching, I stayed at my buddy OzarksJim's house and then we headed out for another day of caching this morning. He dropped me off and I searched for this one for a moment and then I found it. TFTC! #891	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Attacacher	Didn't find it	10/3/2008	I tried this one quickly, because cars kept coming. So I will have to try again.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
the girls and I	Found it	8/26/2008	Quick P&G as we left town yesterday. Glad to see little Cave Springs has entered the geocaching world. TFTC.SL	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Gredgeman	Found it	5/1/2008	I really am out of my way today to get home...addicted. TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
wyhoo	Found it	4/22/2008	It took me a while to find it, it had been pushed way back in it's hidey hole and it was hard to dig out but I finally got it,nice area. TFTC SL	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
wablocouple	Found it	1/5/2008	easy find. great old church near by. TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
shippingman	Found it	12/23/2007	No. 9 of 10 for the day with specter. Walked right by it thought it was on other side so went there and specter found it behind me. Nice cache. TNLNSL	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Specter	Found it	12/23/2007	Shippingman and I decided to do some pre Christmas Caching on this cold windy day sure a lot more fun then shopping. This would be the 9th of 10 for the day. A nice easy find. Thanks for the fun	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
bobcat44c	Found it	12/2/2007	Just Sweetpea and I out today. This was a nice quick grab. My GPS took me the longest way out to here but we made it and found it with no problems Bobcat44c & Sweetpea Clay	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Wes1955	Found it	11/24/2007	nice hide	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
gewaters	Found it	11/24/2007	Well, a couple of muggle vehicles came by and asked if we were okay since we were parked on the side of the road. Friendly folks around Cave Springs!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
kcmose	Found it	11/18/2007	9:27 a.m. Had to make this a quick park and grab, and exit quickly! TFTC.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
beadle bug	Found it	11/10/2007	This is my first trip to Springfield, as a cacher, and I have really enjoyed caching here..... I have seen beautiful parks, historic places and some creative micros.... Thanks to all who have placed these caches....it has made my trip here exciting.....	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
GN&D	Found it	11/10/2007	Springfield...Day Two: I've been taking advantage of the great weather and a few extra days off to cache some of the bigger cities I haven't been too in a few years. I think it's been almost three years since I've been to Springfield and I can't believe all the great new caches you guys have put out since 2004! Again, thanks to all my fellow cacher's for putting these excellent caches out. I've had a great time (as I did last visit), running around looking for fine hides. Sorry for the generic logs, but I would be up for three days trying to log these individually. [blue][b]Geetar Nutz: Kansas City[/b][/blue]	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
baker829	Found it	11/2/2007	easy and quick thanks sl	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
mamajo35	Found it	10/29/2007	good cache, neat little town. TFTC mamajo	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
jeepers2	Found it	10/29/2007	Q & E, P & G!! Asked some locals about the cave but they said it was on private property & unaccessible! Darn!! TFTC!!! Jeepers & Memphis	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
train1904	Found it	10/21/2007	Hadn't been to Cave Springs in years. Beautiful area.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
We2Geeks	Found it	10/21/2007	These are some good caches today! TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Stytch	Found it	10/14/2007	No bushwacking neccessary. I took the hard way under the bridge just to find that was not required.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
r_chittum	Found it	10/1/2007	TFTC SL. Some DOT workers were nearby. One of the fellows just got his first GPS receiver and was interested in geocaching so I expained a few things. We may have a new "hunter" in the area.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
TwoHDs&thekids	Found it	9/1/2007	I love all these little backroads - TFTC	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
LoRo	Found it	8/26/2007	Quick find - TFTC - LoRo, Everton MO	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
pogwog	Found it	8/10/2007	I did it! I finally did it! I have found every ACTIVE phenixcachers cache. We should get coins! Everyone who finds all of Scotts hides should get a coin. Hey Scott, why don't you work on that? Anyway....I have really enjoyed hunting down all of these caches. I love how you just never know what will be done next. Will it be a park and grab, or a nano in a bunch of stinky cedar trees? You just NEVER know. Thanks for all of the caches that you have put out and keep 'em coming! TFTC's - Pog	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
shibanah	Found it	8/4/2007	My daughter found this - she signed it "Calico-Kelsi." She left a Strawberry Shortcake braclet. Nice container.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Show Me Mo	Found it	7/22/2007	Found the cache with out any trouble, but the view was limited by all the greenery from our wet spring. SL	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
flyfishermo	Found it	7/22/2007	No prblem finding this one. Had to wait for the motorcycles to go by. TNLNSL	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Cammie476	Found it	7/21/2007	Find 450 After getting All Washed Up, Trafftoo, Chicocat and I went for this one. What a beautiful night to go for a short stroll and grab a cache or two. We did admire the amazing crop of poison ivy, and were happy we didn't have to meet it up close and personal. Fun cache with friends on a beautiful evening. Thanks!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Trafftoo	Found it	7/21/2007	Was a nice evening for caching. Found this one with Cammie476 and Chicocat. Short stroll from the car and an easy find. This time of year you gotta love that! SL TFTC Find 385	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
chicocat	Found it	7/21/2007	Headed up to Willard with Trafftoo and Cammie476 to grab this one tonite. We watched the bounty crop of poison ivy off the side of the road waiting for a local walker to enjoy her stroll. TFTC!	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
OzarksJim	Found it	7/18/2007	Find #970. I got up a little bit earlier than usual this morning, so before I work I had some time to go after this cache, which was the closest one to my house that I hadn't found yet. Only one person drove by while I was there, sitting my car getting the GPS ready. His truck was so loud I thought I could hear it for miles as he drove away. I thought he was coming back to see what I was up to, but he never did. I found the cache in the second place I looked and not the first, but that's only because my GPSr was giving me accuracy readings of 100 feet initially. Signed logbook. I wonder where the cave is around here (if there actually is one)? Thanks for another great cache, Scott! ~OzarksJim - Willard, MO	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
2NUBees	Found it	7/7/2007	Another easy P&G. Parking might be a problem if you were by yourself though. Thanks for another easy one on a hot day. 2NUBees Strafford, MO	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
SterlingConnie	Found it	7/6/2007	Well hid. Somehow I didn't see it the first time I was looking in the hiding area. Thanks	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
bosco7	Found it	7/5/2007	as many time i drove back and forth down main street people were getting to know me. after i popped the cache i hit a cemertary in the grave hop series...do double duty whenever you can. tftc sl bosco7	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
DaKender	Found it	7/3/2007	{~ FTF ~} #12 Wow, was really looking forward to sticking around and seeing things, but all I could see was DARK not much to see after 10pm, but oh did the frogs sing some nice tunes.... kinda went along with all the fireworks that were going off. Another quick park and grab, and I wonder where you got the idea to put one in that spot? heheheheh.. not a single car went by while I was there, was just sure as long as it took me to find the 1st one, you know who would pull up .... heheheh TNLNSL, TFTC This entry was edited by DaKender on Saturday, 05 June 2010 at 13:37:03.	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
*gln	Publish Listing	7/3/2007	Published	https:/www.geocaching.com/geocache/GC143C3_cave-springs-cache
Trafftoo	Write note	4/30/2008	************* PLEASE NOTE ************** GIBONEY CAVE CACHE IS GONE! I DO NOT INTEND TO REPLACE IT. PLEASE DO NOT WASTE TIME LOOKING FOR THIS ONE. THERE ARE MANY CACHES IN DOLING PARK. IF YOU FIND A CACHE, IT IS NOT THIS ONE.	https:/www.geocaching.com/geocache/GC15EAQ_giboney-cave-cache
Ohana4Fun	Didn't find it	4/28/2008	Impossibly hard. Coordnitates must be off some, because i heard someone else did find it. Spent an hour trying with no luck.	https:/www.geocaching.com/geocache/GC15EAQ_giboney-cave-cache
